path,sentence
wav/griots-r14-2-Tx@-596.968-598.055.wav,I YE NIN FAAMU
wav/griots-r14-2-Tx@-598.268-600.11.wav,SUMAWORO KO A KO N KUN B'O KƆRƆ
wav/griots-r14-2-Tx@-6.562-9.657.wav,KO WARABANBAMANAN A MURUTILEN DON ANW MA
wav/griots-r14-2-Tx@-600.469-601.549.wav,WA N SƆNNA O MA
wav/griots-r14-2-Tx@-65.698-67.364.wav,A KA FANGA SEGINNA ALE MA
wav/griots-r14-2-Tx@-67.585-70.521.wav,O WARABANBAMANAN CƐFARIN TUN DON
wav/griots-r14-2-Tx@-70.79-73.365.wav,ALE DE NANA MAKANJADƆGƆMAN BANGE
wav/griots-r14-2-Tx@-73.772-77.552.wav,O MAKANJATADƆGƆMANO FANA FARINYANA FO K'A DANNATƐMƐ
wav/griots-r14-2-Tx@-80.82-82.585.wav,I B'A DƆN O FANA O YE MUN KƐ
wav/griots-r14-2-Tx@-83.148-91.445.wav,JI BƐ LANKANA COGO MINNA FƐN MINNU BƐ JI KƆNƆ I N'A FƆ JƐGƐ I N'A FƆ BANBAW I N'A FƆ MALIW JI KƆNƆFƐNW KA CA
wav/griots-r14-2-Tx@-92.092-96.817.wav,OLU MARACOGO ƝUMAN KO AN KANA DANKARI NIN BƐƐ LA KA NIN BƐƐ KƐ FƐN FAGATA YE
wav/griots-r14-2-Tx@-96.99-98.45.wav,DƆW B'A LA A BƐ MƆGƆ ƝƐNAJƐ
wav/griots-r14-2-Tx@-98.52-100.226.wav,DƆW BƐ KƐ FURA YE
wav/griots-r14-3-Tx@-0.704-1.809.wav,O KƐLEN TUMANA MIN
wav/griots-r14-3-Tx@-101.096-102.363.wav,DENW MANA NA FANGA LA TUMA MIN
wav/griots-r14-3-Tx@-102.396-104.3.wav,DENW BƐ FA KA MIIRIYA TƆ LAWEYA
wav/griots-r14-3-Tx@-105.719-107.083.wav,KUNFIN TUN TƐ ANW KA MANSAKƐW LA DƐ
wav/griots-r14-3-Tx@-110.123-112.173.wav,MANDENKAW BƐ ƝƆGƆN BOLO TUMA MIN
wav/griots-r14-3-Tx@-112.909-115.813.wav,MANDEN FANGA A YE FANGA BELEBELEBA SƆRƆ
wav/griots-r14-3-Tx@-116.259-117.4.wav,N BE MANDEN MIN MA KƐ
wav/griots-r14-3-Tx@-117.938-119.193.wav,MANDEN MIN SIGIBAGAW
wav/griots-r14-3-Tx@-119.523-120.816.wav,U BƆRA WAGADUGU DE KA NA
wav/griots-r14-3-Tx@-12.268-14.553.wav,N BƐNA N BƐNA N DA DON O LA DƆƆNIN K'O WALALA I YE
wav/griots-r14-3-Tx@-122.094-123.873.wav,MANSAKƐ DƆ DE BƆRA WAGADUGU
wav/griots-r14-3-Tx@-124.657-125.496.wav,KAMARA DE DON
wav/griots-r14-3-Tx@-126.513-127.16.wav,I YE NIN FAAMUYA
wav/griots-r14-3-Tx@-130.043-131.506.wav,N'AN B'A FƆ KO SIBIKURU LA KAMANDJAN
wav/griots-r14-3-Tx@-131.535-133.033.wav,KAMANJAN FANA BƐNBAKƐW
wav/griots-r14-3-Tx@-134.419-136.396.wav,OLU FANA TUN BƐ JƆYƆRƆBA DE LA WAGADUGU
wav/griots-r14-3-Tx@-137.136-138.55.wav,KƐLƐMANSA CƐFARINW DON
wav/griots-r14-3-Tx@-138.914-140.92.wav,MƐ U TUN BƐ WAGADUGU KABILA JUMƐN DE KƆNƆ
wav/griots-r14-3-Tx@-141.276-143.393.wav,U KABLILAW BƐ WELE DE KO KAKƆLƆ
wav/griots-r14-3-Tx@-144.064-145.96.wav,MARAKA DEN FƆLƆ DƆ DE DON KO KAKƆLƆ
wav/griots-r14-3-Tx@-147.945-149.606.wav,U BƐNBAKƐ DƆ BƐ YEN KO MANSASOGOBERE
wav/griots-r14-3-Tx@-149.624-150.743.wav,O DENKƐ MANSAKIRAN
wav/griots-r14-3-Tx@-151.488-154.313.wav,O DE BƐNA BƆ NI MANDEN SIGIJAMA YE WAGADUGU
wav/griots-r14-3-Tx@-154.83-156.293.wav,U BƐ TAA WAGADUGU
wav/griots-r14-3-Tx@-156.328-158.15.wav,U BƐ WAGADUGU KUNGOKOLO TAAMA
wav/griots-r14-3-Tx@-158.403-162.173.wav,KANA MANDENTƐTƐGƐKURU KURU DƆ FILƐ NIN YE
wav/griots-r14-3-Tx@-163.152-167.273.wav,NANSARA B'A FƆ A MA KO MANDEN TƐTƐKƐLEN KURU MIN FƐ
wav/griots-r14-3-Tx@-167.728-169.653.wav,MANDEN KA KA KUMA BƐ KURU MIN FƐ
wav/griots-r14-3-Tx@-170.583-172.79.wav,O KURU IN DƐ U TAAMANA KURU IN DE FƐ
wav/griots-r14-3-Tx@-173.625-174.625.wav,KA NA DƆƆNIN DƆƆNIN
wav/griots-r14-3-Tx@-175.506-177.033.wav,FO KANA SE MANDEN SIGIYƆRƆ LA
wav/griots-r14-3-Tx@-179.941-181.91.wav,MANDENSIGIKAN N BƐNA O DE F'I YE SISAN
wav/griots-r14-3-Tx@-182.964-183.964.wav,KAMARAKƐ IN DE KO
wav/griots-r14-3-Tx@-185.131-186.131.wav,AN KA BƐN KELEN MA
wav/griots-r14-3-Tx@-187.407-188.713.wav,AN KA KO TO ƝƆGƆN TA LA
wav/griots-r14-3-Tx@-189.532-191.323.wav,AN KANA JƆ ƝƆGƆN KA DƆNNIYA MA
wav/griots-r14-3-Tx@-192.239-193.239.wav,AN KA ƝƆGƆN BONYA
wav/griots-r14-3-Tx@-194.361-196.05.wav,AN KA HAKƐ TO AN NI ƝƆGƆN CƐ
wav/griots-r14-3-Tx@-196.092-197.686.wav,AN KANA DANNATƐMƐWALE KƐ ƝƆGƆN NA BILEN
wav/griots-r14-3-Tx@-199.918-203.03.wav,WA NI KELƐ BƆRA MANDEN KƆRƆYANFAN FƐ
wav/griots-r14-3-Tx@-203.816-205.236.wav,AN BƐƐ KA KƐLƐMINƐ TA KƐ
wav/griots-r14-3-Tx@-205.539-207.556.wav,AN KA TAA KƆRƆYANFANFƐMƆGƆW BƆ BOLO LA MANDEN
wav/griots-r14-3-Tx@-208.512-210.273.wav,NIN KƐLƐ WULILA MANDEN TILEBINYANFAN FƐ
wav/griots-r14-3-Tx@-210.971-212.103.wav,AN BƐƐ KA KƐLƐMINƐN TA
wav/griots-r14-3-Tx@-212.394-214.163.wav,AN KA TAA TILEBINYANFAN FƐLA BƆ BOLO LA
wav/griots-r14-3-Tx@-214.843-216.833.wav,JAMANA SELEKE NAANI NI KƐLƐ DONNA YƆRƆ MIN
wav/griots-r14-3-Tx@-217.507-218.923.wav,AN KA WULI AN KA TAA KƐLƐ FURAKƐ
wav/griots-r14-3-Tx@-219.371-221.986.wav,SABULA KƐLƐ N'I Y'I SIGI K'A LAJƐ K'I KA KO T'A LA
wav/griots-r14-3-Tx@-22.805-24.376.wav,KUNFINYA KƐLƐ FANA TUN TƐ
wav/griots-r14-3-Tx@-224.075-224.893.wav,A BƐ NA KƆRƆN KAMA
wav/griots-r14-3-Tx@-225.293-226.203.wav,N'A TILA LA KƆRƆN NA
wav/griots-r14-3-Tx@-226.438-227.39.wav,A BƐ NA KAƝAKA LA
wav/griots-r14-3-Tx@-227.403-229.183.wav,N'A DUN TILA LA KAƝAKA LA A BƐNA BABOLO FƐ
wav/griots-r14-3-Tx@-230.55-231.716.wav,Ɔ O KƐLEN TUMANA MIN
wav/griots-r14-3-Tx@-231.935-233.186.wav,U Y'U KUMAKAN DI ƝƆGƆN MA
wav/griots-r14-3-Tx@-234.658-236.55.wav,MANSA FƆLƆ IN N'O TUN YE MANSAKIRAN YE
wav/griots-r14-3-Tx@-237.191-237.796.wav,A KO
wav/griots-r14-3-Tx@-238.5-239.746.wav,N'I SƆNNA MANSAYA MA
wav/griots-r14-3-Tx@-240.286-241.493.wav,WA MANSAYA KA DI N YE
wav/griots-r14-3-Tx@-242.258-243.136.wav,U SƆNNA MANSAYA MA
wav/griots-r14-3-Tx@-26.323-28.366.wav,KA WULI KA TAA BAA I MƆGƆJƆGƆN MA
wav/griots-r14-3-Tx@-268.882-270.6.wav,A KO NSNNA MANSAYA MA
wav/griots-r14-3-Tx@-271.073-272.106.wav,MANSAYA KA DI N YE
wav/griots-r14-3-Tx@-273.216-274.216.wav,N BƐ KUMA DƆ F'AW YE
wav/griots-r14-3-Tx@-274.987-276.063.wav,N'AW M'O WALEYA
wav/griots-r14-3-Tx@-276.797-278.293.wav,NE KA MANSAYA TƐ DIYA DƐ
wav/griots-r14-3-Tx@-279.276-279.88.wav,A BƐ GƐLƐYA
wav/griots-r14-3-Tx@-281.206-283.636.wav,A Y'A TO YAANI N KA KƐ FAAMA YE
wav/griots-r14-3-Tx@-284.905-285.8.wav,N KA JAMANA
wav/griots-r14-3-Tx@-286.346-287.89.wav,AN KA JAMANA KIRIW TIGƐ
wav/griots-r14-3-Tx@-288.775-290.52.wav,JIRI MIN BƐNA DA BI N B'O TIGƐ
wav/griots-r14-3-Tx@-290.989-292.73.wav,KIRI MIN BƐNA SINI N B'O TIGƐ
wav/griots-r14-3-Tx@-293.419-294.28.wav,AN BƐ BI MIN NA
wav/griots-r14-3-Tx@-294.686-295.526.wav,A B'O KIRI TIGƐ
wav/griots-r14-3-Tx@-296.581-298.336.wav,SINI A B'O FANA TIGƐ
wav/griots-r14-3-Tx@-299.026-302.596.wav,O LA N'I NANA NI KUMA YE MANSABULON KƆNƆ I B'A SƆRƆ KIRI TIGƐLEN DON
wav/griots-r14-3-Tx@-30.65-32.35.wav,AYI O TUN TƐ NINNU KA KƐLƐ YE KOYI
wav/griots-r14-3-Tx@-302.801-303.57.wav,A B'I ƝINIKA DƆRƆN
wav/griots-r14-3-Tx@-303.636-305.233.wav,E YƐRƐ B'I KA KIRI TIGƐ I YƐRƐ YE MƆGƆ TƐ KUMA
wav/griots-r14-3-Tx@-307.184-307.65.wav,A KO
wav/griots-r14-3-Tx@-308.606-309.606.wav,WALASA BƐN KANA
wav/griots-r14-3-Tx@-310.972-311.666.wav,KOW KA SABATI
wav/griots-r14-3-Tx@-312.119-314.616.wav,A KO MAA O MAA BƐ WALIMUSO ƝINI
wav/griots-r14-3-Tx@-316.049-317.049.wav,AN BƐƐ KA JƐ KO KƐLƐ
wav/griots-r14-3-Tx@-318.709-320.693.wav,WA I BƐ ƝINIKA I KA KƐWALE LA
wav/griots-r14-3-Tx@-321.602-323.17.wav,MAA O MAA N'I YE JAMANA IN JANFA
wav/griots-r14-3-Tx@-323.948-325.85.wav,KA AN KA JAMANA DI ANJUGUW MA
wav/griots-r14-3-Tx@-326.476-327.476.wav,JAMANA DE B'E KƐLƐ
wav/griots-r14-3-Tx@-328.238-329.923.wav,WA U YE SIƝƐKAN DƆ TA
wav/griots-r14-3-Tx@-330.954-331.954.wav,O YE KUMAKAN DE YE
wav/griots-r14-3-Tx@-332.327-333.327.wav,A BƐ MƆGƆ KƐLƐ
wav/griots-r14-3-Tx@-333.641-334.37.wav,A BƐ SE K'I FAGA
wav/griots-r14-3-Tx@-335.321-337.126.wav,N'I MAA MIN YE JAMANA JANFA KƐLƐ KƆNƆ
wav/griots-r14-3-Tx@-338.246-339.246.wav,HALI NI ANW M'I YE
wav/griots-r14-3-Tx@-340.53-341.696.wav,ANW KA JAMANA SUKƆRƆW
wav/griots-r14-3-Tx@-342.613-344.09.wav,OLU KAN'I TO JƐNƐW KAN'I TO
wav/griots-r14-3-Tx@-345.069-346.903.wav,AN KA JAMANA LAADALA BOLIW KAN'I TO
wav/griots-r14-3-Tx@-347.473-348.733.wav,U YE ƝƆGƆN LAKALI
wav/griots-r14-3-Tx@-349.229-350.229.wav,KA ƝƆGƆN LASIƝƐN
wav/griots-r14-3-Tx@-350.841-352.513.wav,U YE ƝƆGƆN LAKALI KA ƝƆGƆN LASIƝƐN
wav/griots-r14-3-Tx@-354.268-355.813.wav,O KƐLEN TUMAMIN
wav/griots-r14-3-Tx@-356.048-356.783.wav,K'I TILEN
wav/griots-r14-3-Tx@-357.783-359.936.wav,KO AN BƐƐ KA BAARA KƐ JAMANA YE
wav/griots-r14-3-Tx@-362.666-363.666.wav,JIIDI NI SABATI BƐNA
wav/griots-r14-3-Tx@-364.736-366.396.wav,O MANSAKIRA KAMARRA
wav/griots-r14-3-Tx@-367.924-369.916.wav,OLU KA FANKA KAMARAFANKA DE TUN BƐ YE
wav/griots-r14-3-Tx@-370.525-371.72.wav,KAMARA FANKA BINNA TUMA MIN
wav/griots-r14-3-Tx@-372.381-373.843.wav,KAMARAKƐ NANA KEGUNYA
wav/griots-r14-3-Tx@-374.124-375.196.wav,KO FANKA YE FƐN YE
wav/griots-r14-3-Tx@-375.602-376.886.wav,YƐLƐMA YƐLƐMAFƐN DE DON
wav/griots-r14-3-Tx@-378.055-378.876.wav,ƐƐ BAKARISIDIKI
wav/griots-r14-3-Tx@-379.651-382.093.wav,A KO A DEN N'A BƆNNAW MA
wav/griots-r14-3-Tx@-383.336-384.493.wav,A KO MƆGƆ DƆW NANA
wav/griots-r14-3-Tx@-385.302-387.05.wav,O YE MASAREN BONDA NAANI YE
wav/griots-r14-3-Tx@-387.318-388.956.wav,MƐ KAMARAKƐ NIN MANSAKIRAN
wav/griots-r14-3-Tx@-389.806-391.066.wav,KA FARA MANSASOGIRI LA
wav/griots-r14-3-Tx@-39.434-40.434.wav,KƐLƐ BƐ KƐ FƐN DƆ DE LA
wav/griots-r14-3-Tx@-391.389-392.26.wav,O DEN MANSAKIRAN
wav/griots-r14-3-Tx@-392.267-393.02.wav,MANSAKIRAN DEN
wav/griots-r14-3-Tx@-393.555-394.555.wav,ƝANIMANSAKARA
wav/griots-r14-3-Tx@-394.761-395.693.wav,ƝANIMANSAKARA DEN
wav/griots-r14-3-Tx@-397.115-398.713.wav,TAMANSABIRINBA DEN SIBIKURUKAMANJAN
wav/griots-r14-3-Tx@-399.281-400.613.wav,KAMANJAN TILELAKO
wav/griots-r14-3-Tx@-400.874-402.29.wav,O NI SUMAWORO DE KA TILE BƐNNA
wav/griots-r14-3-Tx@-404.677-405.19.wav,A KƐRA TEN DE
wav/griots-r14-3-Tx@-405.888-406.389.wav,NKA
wav/griots-r14-3-Tx@-407.716-411.733.wav,A Y'A YE KEYITALAKAW OLU BENBAKƐ
wav/griots-r14-3-Tx@-412.73-413.477.wav,KEYITALAKAW BENBAKƐ
wav/griots-r14-3-Tx@-415.521-416.521.wav,OLU BENBAKƐ
wav/griots-r14-3-Tx@-417.247-418.073.wav,CƐ NAANI
wav/griots-r14-3-Tx@-42.051-42.46.wav,I YE NIN FAAMU
wav/griots-r14-3-Tx@-421.502-422.502.wav,KANUƝƆGƆNSINBON
wav/griots-r14-3-Tx@-423.253-424.253.wav,KABALASINBON
wav/griots-r14-3-Tx@-424.537-425.537.wav,ANI LAWALESINBON
wav/griots-r14-3-Tx@-425.881-427.65.wav,A BƐ FƆ O DE MA KO SINBO NAANI
wav/griots-r14-3-Tx@-429.174-430.174.wav,A FƆRA AN ƝƐNA
wav/griots-r14-3-Tx@-43.968-44.968.wav,SUMAWORO
wav/griots-r14-3-Tx@-431.131-432.131.wav,TARIKU KƆNƆ
wav/griots-r14-3-Tx@-432.618-435.32.wav,K'OLU BƆRA FO ARABUJAMANA KAN
wav/griots-r14-3-Tx@-439.653-441.293.wav,K'U FARALA SEYIDINA BILALI DE LA
wav/griots-r14-3-Tx@-442.199-446.256.wav,O YE KUMA YE ANW MA O TARIKU BƐƐ DƆN
wav/griots-r14-3-Tx@-446.72-449.503.wav,MƐ AN ƝA YE MƆGƆ MINNU YE MANDEN DUGUKOLO KAN
wav/griots-r14-3-Tx@-45.97-47.626.wav,A YE MUN YE MANDENKAW LA
wav/griots-r14-3-Tx@-450.018-451.018.wav,O YE KANUSINBON
wav/griots-r14-3-Tx@-451.482-452.482.wav,KANUƝƆGƆNSINBON
wav/griots-r14-3-Tx@-452.646-453.646.wav,KABALASINBON
wav/griots-r14-3-Tx@-453.776-454.776.wav,LAWALESINBON
wav/griots-r14-3-Tx@-456.335-459.286.wav,KANUSINBON O JAMU TAARA KƐ DAƝƆ YE
wav/griots-r14-3-Tx@-464.054-466.566.wav,KABALASINBON O JAMU TAARA KƐRA KONATƐ YE
wav/griots-r14-3-Tx@-467.175-469.506.wav,LAWALESINBON O JAMU KƐRA KEYITA YE
wav/griots-r14-3-Tx@-471.01-477.806.wav,Ɔ MUN DE NANA AN BENBAKƐ KANUSINBON JAMU KƐ DAƝƆ YE
wav/griots-r14-3-Tx@-479.298-480.47.wav,ALE KƐRA MANSAKƐ YE
wav/griots-r14-3-Tx@-48.327-49.52.wav,MANDEN TAABOLO TUN KA ƝI
wav/griots-r14-3-Tx@-481.008-483.62.wav,A TUN B'A MASAƝƆGƆNW WALEƝUMANDƆN
wav/griots-r14-3-Tx@-484.109-485.28.wav,MANDEN MANSAKƐ DE TUN DON
wav/griots-r14-3-Tx@-486.213-487.893.wav,A TUN BƐ KOW LADILAN KOYIMA
wav/griots-r14-3-Tx@-488.772-489.772.wav,N'I YE SƐNƐ KƐ
wav/griots-r14-3-Tx@-490.713-494.35.wav,A BƐ SƐNƐKƐLAW MA BALIMA KA KUMA SƐNƐKƐLA MA K'I MA JAMU
wav/griots-r14-3-Tx@-494.678-495.678.wav,K 'I LANISƆNDIYA
wav/griots-r14-3-Tx@-496.959-498.423.wav,A BƐ TULONKƐ BILA I LA
wav/griots-r14-3-Tx@-499.818-501.556.wav,N'I KƐRA DONSO YE N'I YE SOGO FAGA
wav/griots-r14-3-Tx@-5.386-6.396.wav,SIDIKI TAARAWEL
wav/griots-r14-3-Tx@-502.356-504.236.wav,A BƐ DONSO A BƐ TƐGƐRƐ FƆ O KUN
wav/griots-r14-3-Tx@-504.303-506.296.wav,MANSAKƐ YƐRƐ BƐ DONSOKƐSW LANISƆNDIYA
wav/griots-r14-3-Tx@-507.552-508.783.wav,AA U KO FAAMA
wav/griots-r14-3-Tx@-509.478-510.68.wav,NIN YE JELI KA BAARA DE YE
wav/griots-r14-3-Tx@-513.927-516.133.wav,I BƐ NIN DABILA NIN NI JELIYA BƐƐ YE KELEN YE
wav/griots-r14-3-Tx@-516.763-518.513.wav,I M'A YE AN KA JAMANA TƐ KA BƆ NƆGƆLA
wav/griots-r14-3-Tx@-518.906-520.11.wav,AN KA JAMANA BƐ KA GƐLƐYA
wav/griots-r14-3-Tx@-52.141-53.406.wav,A KO N DEN SUMAWORO
wav/griots-r14-3-Tx@-520.659-521.89.wav,BALOKOW BƐ KA GƐLƐYA
wav/griots-r14-3-Tx@-522.138-526.193.wav,I B'A SƆRƆ MANSAKƐ BƐ KA JELIW KA NINYƆRƆ MIN MINƐ DKA JELIYA KƐ DƐ
wav/griots-r14-3-Tx@-526.524-527.693.wav,O DE BƐ SƆRƆ KA NA NI NIN YE
wav/griots-r14-3-Tx@-528.742-529.742.wav,N'I MA NIN DABILA
wav/griots-r14-3-Tx@-529.849-530.953.wav,AN B'I BƆ AN KA MANSAYA LA
wav/griots-r14-3-Tx@-533.61-534.716.wav,SIDIKI I B'A DƆN A YE MIN FƆ
wav/griots-r14-3-Tx@-535.411-536.686.wav,A KO N'I KƐDA FAAMA YE
wav/griots-r14-3-Tx@-537.246-539.29.wav,N'I MA SE K'I BAARAKƐƝƆNGƆNW WALEƝUMANDƆN
wav/griots-r14-3-Tx@-54.018-55.506.wav,KANA TAA MANDENKAW KƐLƐ DƐ
wav/griots-r14-3-Tx@-540.496-540.963.wav,AAH
wav/griots-r14-3-Tx@-541.498-544.24.wav,A KO DON NA NATAW LA A NA FƆ I K'I YE MANSAKƐ WALEƝUMADƆNBALI YE DƐ
wav/griots-r14-3-Tx@-545.453-546.67.wav,NE KA KAN K'AW DE WALEƝUMANDƆN
wav/griots-r14-3-Tx@-546.728-547.93.wav,MƐ N'O BƐ K'AW TƆƆRƆ
wav/griots-r14-3-Tx@-548.215-550.203.wav,KO FO NE KANA AW KA BAARAƝUMAN KƐLEN FƆ
wav/griots-r14-3-Tx@-552.403-553.856.wav,U AWƆ O BƐƐ KA DI AN YE
wav/griots-r14-3-Tx@-554.473-557.476.wav,I BƐ K'A FƆ MIN KƐ KO BAARA KƐLAW NI CE I BƐ FOLI LA NIN YE
wav/griots-r14-3-Tx@-558.114-559.883.wav,I BƐ KA SƐNƐKALAW FO KA DƆNKILI DA
wav/griots-r14-3-Tx@-56.103-57.103.wav,SABULA BƐN
wav/griots-r14-3-Tx@-560.203-562.076.wav,I BƐ KA DONSOW FO KA DƆNKILI DA
wav/griots-r14-3-Tx@-562.457-565.716.wav,I BƐ KA ƐƐ KƐLƐMANSAW DƆNKILI DA OLU LA
wav/griots-r14-3-Tx@-566.099-567.17.wav,KA TILA K'I LAMAGA
wav/griots-r14-3-Tx@-567.388-568.626.wav,TURUN FAAMA NIN DABILA
wav/griots-r14-3-Tx@-568.833-570.3.wav,N'I MA NIN DABILA ANW T'I FƐ
wav/griots-r14-3-Tx@-571.302-571.763.wav,UN HUN
wav/griots-r14-3-Tx@-572.914-574.193.wav,A KO WA N TƐ
wav/griots-r14-3-Tx@-574.365-575.043.wav,N TƐ A DABILA
wav/griots-r14-3-Tx@-575.725-578.523.wav,EE FAAMA N'I DUN MA NIN DABILA AN BƐ GOYA DƐ
wav/griots-r14-3-Tx@-578.637-579.637.wav,AA KO A KO N TƐ
wav/griots-r14-3-Tx@-580.089-581.653.wav,BƆN MIN KƐTƆ SƐGƐN
wav/griots-r14-3-Tx@-583.141-585.503.wav,WA A TOTƆ MIN MA E BƆ AN KA MANSAYA LA
wav/griots-r14-3-Tx@-585.783-586.583.wav,AN T'I FƐ
wav/griots-r14-3-Tx@-587.087-587.66.wav,TAA KA BƆ YEN
wav/griots-r14-3-Tx@-59.076-59.706.wav,TƐBƐN
wav/griots-r14-3-Tx@-590.238-590.97.wav,NE KA FANGA BILA
wav/griots-r14-3-Tx@-591.939-594.283.wav,NE DO NƆ MANDEN SO BƐƐ MA NƆ
wav/griots-r14-3-Tx@-594.739-598.686.wav,SO ANI DUGU ANI KABILA
wav/griots-r14-3-Tx@-599.105-601.52.wav,NE SELEN DON KA MANDEN MARA BƐƐ KƐ KA ƝA
wav/griots-r14-3-Tx@-60.037-60.696.wav,KANBƐN
wav/griots-r14-3-Tx@-60.993-62.113.wav,KANUƝƆGƆNBONYA
wav/griots-r14-3-Tx@-602.195-603.973.wav,N SELEN DON KA SO BƐƐ MANƆ
wav/griots-r14-3-Tx@-604.686-606.2.wav,N SELEN DON KA MARA BƐƐ KƐ KA ƝƐ
wav/griots-r14-3-Tx@-62.486-63.58.wav,ANI FUDUƝƆGƆNBONYA
wav/griots-r14-3-Tx@-63.632-64.632.wav,ANI BALIMAYA
wav/griots-r14-3-Tx@-65.113-65.823.wav,ANI TERIYA
wav/griots-r14-3-Tx@-65.872-66.726.wav,ANI ƝƆGƆNKANU
wav/griots-r14-3-Tx@-66.827-67.573.wav,O DE BƐ MANDEN
wav/griots-r14-3-Tx@-68.822-69.822.wav,N'O BƐ YƆRƆ O YƆRƆ
wav/griots-r14-3-Tx@-7.157-8.516.wav,E FASO YE MANDEN DE YE
wav/griots-r14-3-Tx@-70.298-71.736.wav,O KƐLƐLI NAFA KA DƆGƆN
wav/griots-r14-3-Tx@-71.765-72.765.wav,K'A SABABUYA KƐ
wav/griots-r14-3-Tx@-75.526-76.976.wav,AN KA LAƝINI YE BƐN DE KA SABATI
wav/griots-r14-3-Tx@-78.871-80.696.wav,KO OLU NI AN TƐ KƐLƐƝƆGƆN YE
wav/griots-r14-3-Tx@-81.049-82.41.wav,WA AN MAN KAN KA SE ƝƆGƆN MA
wav/griots-r14-3-Tx@-83.515-84.883.wav,SUMAWORO I KA BAARA KƐ
wav/griots-r14-3-Tx@-85.722-86.876.wav,N'I TAARA MƆGƆ MIN YE
wav/griots-r14-3-Tx@-86.913-89.31.wav,A BƐ K'A MƆGƆƝƆGƆN KA HAKƐ MINƐ A LA NKALON KAN
wav/griots-r14-3-Tx@-9.599-11.746.wav,SOUMAWORO NI MANDEN YE ƝƆGƆN SƆRƆ SIRA MINNU FƐ
wav/griots-r14-3-Tx@-90.135-92.043.wav,I JIJA I K'I JƆYƆRƆ FA O LA DƐ
wav/griots-r14-3-Tx@-92.076-93.926.wav,E DE BƐ JAMANA IN BƐƐ KUNNA DON NA NATAW LA
wav/griots-r14-3-Tx@-96.418-97.89.wav,O LA AN KA FƆLƆ MANSAKƐW SIDIKI
wav/griots-r14-3-Tx@-97.914-99.636.wav,U TUN B'U MIIRINAW FƆ U DENW ƝƐNA
wav/griots-r14-3-Tx@-99.649-100.649.wav,N'OLU FATURA
wav/griots-r16-1-Tx@-101.952-104.19.wav,U TUN B'A WELE KO BƆ
wav/griots-r16-1-Tx@-105.404-112.714.wav,O BƆ IN A TORA A NKA MƆGƆYA NI A KA HADAMADENYA LA A BƆRA MIN A SABU NUSULU O YE SEGU JAMANA YE
wav/griots-r16-1-Tx@-113.0-118.803.wav,Ɔ SEGU JAMA KAN A BƐ TAA BƆ YEN WAATI MINNU NA A BƐNBAKƐW DE WULILA N'A YE KA TAA KARATA JAMANA KAN
wav/griots-r16-1-Tx@-120.0-125.189.wav,O BƆ YE DENKƐ MIN SƆRƆ U TUN KO ALE MA KO DƐSƐ
wav/griots-r16-1-Tx@-125.285-130.428.wav,DƆN DƆ LA MANSADENW ANI MANSA MƆDENW U TORA SOYAALA LA
wav/griots-r16-1-Tx@-130.524-131.761.wav,SOYAALA YE MUN DE YE
wav/griots-r16-1-Tx@-131.857-147.238.wav,N' I KƐRA MANSADEN YE A BƐ TO KA SOKƐW MINƐ A BƐ TO K'U KINIFORO A BƐ TO K'U BARAFOROSOKƐ NINNU A BƐ TO K'U KUNAMU NIN MAA GANSAN WƐRƐ MIN Y'AW YE O BƐ AW DƆN K'AW BƆ MAA TƆW CƐLA K'A DƆN K'AW YE MANSAKƐ DEN YE
wav/griots-r16-1-Tx@-148.38-154.38.wav,DƐSƐ N'A KƆRƆW U BƆRA KARATA JAMANA KAN K'OLU BƐ TAA SOBOLI LA
wav/griots-r16-1-Tx@-155.209-159.238.wav,SOBOLI MA KUNCƐ FIYEWU F'U NANA SEGU JAMANA KAN
wav/griots-r16-1-Tx@-16.714-20.855.wav,MINNU B'A LA K'AN LAJƐ K'A SƆRƆ U TƐ YAN N'U YƆRƆ KA JAN AN KA FOLI BƐ U FANA YE
wav/griots-r16-1-Tx@-164.17-166.503.wav,ƝAMINA YE MARAKAW KA DUGUKOLO DE YE
wav/griots-r16-1-Tx@-166.666-168.142.wav,ƝAMINA YE MARAKAW SIGI YƆRƆW DE YE
wav/griots-r16-1-Tx@-168.19-170.045.wav,ƝAMINA YE DUGU YE DUGUMIN NI BARIKA B'A LA
wav/griots-r16-1-Tx@-170.045-172.714.wav,ƝIMINA YE DUGU YE MIN BƐ YE NI KARAMƆGƆW BƐ BƆ YE
wav/griots-r16-1-Tx@-172.809-175.38.wav,ƝAMINA YE DUGU YE DUGU MIN NA JAGO YIRIWALENDON KOSƐBƐ
wav/griots-r16-1-Tx@-175.666-180.142.wav,U KA O SOBOLI KƆNƆNA NA DƐSƐ N'A KƆRƆW BƐ ƝƆGƆN FƐ
wav/griots-r16-1-Tx@-180.38-185.666.wav,ƐƐ DƐSƐ TUN YE FUNAKENIN I N'A FƆ N TUN Y'A FƆ IƝƐNA COGOYA MIN NA A FA KA DARAJA DAWULA DE YƐLƐNNA DEN IN NA
wav/griots-r16-1-Tx@-185.761-187.19.wav,A YE SOKƐ BOLI
